id,text_id,annotator_id,minority_id,negative_emotions,call_to_action,source_of_knowledge,irony_sarcasm,topic,text,rating,sentiment,text_length,word_count,text_clean
5515,29362,5,31,True,True,2,True,1,  A  muzułmanie są butni i bezczelni nie mamy zamiaru rozmawiać z niemieckimi szmatami chodzi o niemieckie nauczycielki a czas Ramadanu jest dla nas czasem walki,2,1,161,25,   muzułmanin butny bezczelnia zamiar rozmawiać niemiecki szmata chodzić niemiecki nauczycielka czas ramadan walka
1292,55237,12,77,True,True,1,True,14,  TP  Rosjanie używają zakazanej broni to zbrodnia wojenna,2,1,58,8,   tp rosjanin używać zakazać broń zbrodnia wojenny
14573,105298,9,77,True,True,1,True,1, Tylko dla  sowietow to byl  zaden interes,0,0,42,7,sowietow interes
4781,4101,5,71,True,True,2,True,5,  To całkowita nieprawda Piłat sprzyjał Jezusowi naprawdę był okrutny i  nie lubił narodu  żydowskiego,0,0,102,14,   całkowity nieprawda piłat sprzyjać jezus naprawdę okrutny lubić naród żydowskiy
15209,58917,4,77,True,True,2,True,3, rzecznik rządu  graś  odicjalnie przepraszający  rosjan po rosyjsku bo nasi przyjaciele nagle zaczeli  grożnie pomrukiwac  coz  bardziej załosnego,0,0,147,18,rzecznik rząd graś odicjalnie przepraszać rosjanin rosyjski przyjaciel nagle zaczelić grożć pomrukiwac coza załosny
10064,96517,2,77,True,True,2,True,8, przechwycili radzieckie bombowce zadając  Rosjanom  ogromne straty,0,0,67,7,przechwycić radziecki bombowiec zadać rosjan ogromny strata
8456,15581,6,77,True,True,1,True,11, Tak jak w okolicach  200o roku za sprawą  m  in niejakiego  Alexa  Danziga pochodzenia polskiego prawie rowieśnika Grossa obecnie Izraelczyka usunieto z izraelskich podręczników historii hasło polskie obozy koncentracyjne choć nadal jak moja wspomniana tu babcia co uważała  Niemcow za lepszych od  Ruskich,0,0,307,43,okolica sprawa in niejakiy alexa danziga pochodzenie polski rowieśnik grossa obecnie izraelczykać usunieto izraelski podręcznik historia hasło polski obóz koncentracyjny nadal wspomnieć babcia uważać niemcow dobry ruski
4633,807,5,71,True,True,2,True,10,  Od rana zwożą furmankami z różnych stron miasta najwięcej z dzielnicy  gt  gt  Zatyły  lt  lt trupy zabitych  Żydów,0,0,117,19,   rano zwozić furmanka różny strona miasto najwięcej dzielnica gt gt zatyć lt lt trup zabity żyd
1467,66066,11,71,True,True,1,True,18, to juz dawno zostalo udowodnione a  zydow zabijal dlatego ze jego matka albo babcia juz nie pamietam umarla z winy  zydowskiego lekarza ktory ja leczyl,2,1,152,25,dawno zostalo udowodnić zydow zabijal matka babcia pamietać umarla wina zydowskiy lekarz leczyl
7136,59170,3,71,True,True,1,True,8, Dlatego też ich udział opiszę w nieco inny sposób ukazując na podstawie fragmentarycznych danych biograficznych  bardzo znaczące zaangażowanie  Żydów w walkę o zwycięstwo,0,0,171,23,udział opiszę nieco ukazuć podstawa fragmentaryczny dane biograficzny znaczący zaangażować żyd walka zwycięstwo
8129,52364,2,51,True,True,2,True,1, Milczenie specjalistów  Homoseksualiści to niewielka i mniejszościowa grupa społeczna,0,0,86,9,milczenie specjalista homoseksualiść niewielki mniejszościowy grupa społeczny
4838,7439,5,77,True,True,2,True,10, Jesli juz to turysci  sowieccy zwiedzali miejsca pobytu Lenina w Polsce a na bazary mieli malo czasu,0,0,101,17,turysci sowiecki zwiedzać miejsce pobyt lenin Polska bazar mieć malo czas
837,126295,10,71,True,True,0,True,0, Dzisiaj kolejna osobe zwyzywales od  zydowskich fanatyczek po czym dalej twierdzisz ze nie jestes antysemita,0,0,109,15,kolejny osobe zwyzywales zydowski fanatyczka co daleko twierdzić jestes antysemita
303,7144,14,14,True,True,0,True,0, Zreszta jak kazdy dobry  arab pierwszy kasek dawal zonie aby sprawdzic czy trucizny nie ma,0,0,91,15,zreszt dobry arab pierwszy kasek dawal zonie sprawdzic trucizny
1619,68784,11,71,True,True,0,True,18, Krótka historia  Żydów w Warszawie,0,0,35,5,krótki historia żyd Warszawa
13755,47684,8,31,True,True,1,True,11, Jednym słowem  Muzułmanie muszą dojrzeć do tego aby w cywilizowanym kraju,2,1,74,11,słowo muzułmani musieć dojrzeć cywilizować kraj
12372,109076,3,71,True,True,1,True,5,  coz takiego  zyd widzi w kosciele katolickim ze  az tak go broni,1,1,66,12,   coza taki zyda widzieć kosciele katolicki bronić
8509,28283,6,51,True,True,2,True,10, nie jest  pedałem,2,1,18,3,pedać być
4901,12522,5,51,True,True,2,True,5, Więc katolik zgodnie z prawem może uważać  homoseksualiści to zboczeńcy,2,1,72,10,katolik zgodnie prawo uważać homoseksualiść zboczeńcy
12405,3874,1,72,True,True,1,True,1,  Niemców  nie lubicie,2,1,22,3,   niemiec lubić
9420,56181,6,71,True,True,1,True,11, Toż ja nawet o Polakach nie wypowiadam się w samych superlatywach a o  Żydach najwyraźniej muszę aby nie wyjść na bezczelnego,2,1,126,21,toż polak wypowiadać sam superlatywe żyda najwyraźniej musieć wyjść bezczeln
12508,56338,4,71,True,True,1,True,1, Wyrzucano Polakow z posad urzednikow nauczycieli co prowadzilo do pauperyzacji ludnosci polskiej za to  duza czesc  Zydow ktora postawila na komunizm i  Rosje awansowala i bogacila sie szybko ich kosztem,1,1,204,30,wyrzucać polakow posada urzednikow nauczyciel prowadzilo pauperyzacja ludnosci polski duza czesc zydow postawilać komunizm rosja awansowal bogacilać szybko koszt
4748,34280,3,72,True,True,1,True,3,  W obecnym momencie wszystko wskazuje na to  Niemcy i na tym polu mogą przejąć w Unii inicjatywę,0,0,97,17,   obecny moment wskazywać niemcy pole przejąć unia inicjatywa
1398,57869,12,31,True,True,0,True,0,  gt  I nic dziwnego ze jest to dla Ciebie  gt nielogiczne bo nie jesteś  muzułmanką,0,0,84,15,   gt dziwny gt nielogiczny być muzułmanka
9437,46233,6,51,True,True,1,True,3, Nie dać się wciągnąć w dyskusje o  in  vitro  gejach czy Karcie Praw Podstawowych to interesuje salon  SLD Kongres Kobiet  itp,2,1,127,21,dać wciągnąć dyskusja in vitro geja karta prawo podstawowy interesować salon sld kongres kobieta i tym podobne
6702,63,6,77,True,True,1,True,3, Oznaczałoby to dla nas ponowne zejście do podziemia i konfrontację z  Sowietami,2,1,80,12,oznaczać by ponowny zejść podziemie konfrontacja sowiet
1772,71911,11,71,True,True,0,True,10,  To jestem  Żydówką tylko zwiększa moją obawę o ich agresywne działania które zagrażają wartościom i chrześcijańskim tradycjom dodaje,1,1,134,18,   żydówka zwiększać mój obawa agresywny działanie zagrażać wartoście chrześcijański tradycja dodawać
8334,64285,6,72,True,True,1,True,3, Kwestia jest dosyć  niebezpiecznym narzędziem w rękach  Niemców do moralnego pacyfikowania szerokich warstw  społeczeń  stwa polskiego stwarza jednak coś w rodzaju wąskiej kładki,2,1,179,23,kwestia dosyć niebezpieczny narzędzie ręka niemiec moralny pacyfikować szeroki warstwa społeczenie stwo polski stwarzać rodzaj wąski kładka
15215,124740,4,12,True,True,1,True,1,  Ślązacy chcieli lepszych warunków bytowych i dla nich  te powstania były największą tragedią bo skończyły się rozbiorem Górnego,0,0,129,18,   ślązak chcieć dobry warunki bytowy powstanie najwięksić tragedią skończyć rozbiór górny
9197,103168,6,71,True,True,1,True,10,  Ty  nie lubisz  Żydów,0,0,23,4,   lubić żyd
29,100666,10,71,True,True,2,True,4, nawet mi nie mow ze ona tez jest  zydowka,1,1,42,9,mow tez zydowka
592,56741,12,77,True,True,0,True,0,"wzialem dzisiejsza GW do rak i co widze? rok temu jeszcze na pierwszej stronie byloby zdjecie malysza i radosc z jego zwyciestwa, a dzis? bunt emerytow w rosji. Nie wiem czy tylko ja mam takie odczucia, ze w przeciagu kilku ostatnich miesiecy GW zmienia sie nie do poznania? juz nie chodzi tylko o to o czym pisze, ale jak! odnosze wrazenie, ze GW stala sie nagle bardzo antyrosyjska, nie wydaje Wam sie? jakas specjalna sympatia naszego wschodniego brata nie daze, ale kogo do cholery obchodzi bunt emerytow w rosji? i to jeszcze w tak smiesznej skali jak pisze GW??? pisanie o tym, ze u sasiada dzieje sie zle a szczegolnie gdy nas to nie dotyczy to iscie totalitarna szkola przeciez! uczepilem sie rosji bo podobnie GW zjechala putina po tym jak \\\""poklocil sie\\\""  z kwasniewskim ostatnio, gdy kwachu powiedzial ze rosja jest lepsza bez ukrainy niz z nia. czy tez moze ta rusofobia ma swoje korzenie po ujawnionych ostatnio aferach, gdy okazalo sie ze wykupic nasza rope chcieli rosjanie ? w kazdym badz razie takie teksty jak ten dzisiejszy ma smieszna wartosc dziennikarska a ze tak powiem,  ba, nie ma zadnej wartosci opiniotworczej (jesli mowimy o GW jako gazecie opiniotworczej), za to jedyne co robi to wprowadza niezdrowa atmosfere przed przyjazdem putina do polski. bo wiadomo, kwachu bedzie umial sie zachowac, ale ten motloch ktory go otacza? raczej beda paradowac w dniu wizyty putina z dzisiejszym numerem GW ktory bedzie juz wtedy przestarzaly.... 
inna kwestia, np dyskusja \\\""czy  kosciol w polsce sprzyja dyskryminacji kobiet?\\\"" tu z kolei nastapilo przerwanie jakiegos tabu. powszechnie przeciez wiadomo ze media boja sie krytykowac kosciol, zreszta osobiscie uwazam ze wszystkie media poza internetowymi (np na necie gazeta.pl potrafi umiescic cos o kosciele, czego juz  w papierowym wydaniu nie ujrzymy) chowaja glowe w piasek. a tu nagle takie cos? moze i GW jakas specjalna sympatia kosciola nie dazyla, ale taka dyskusja w tej gazecie to jak poczatek wojny podjazdowej, swoisty sondaz gazety, czy bedzie mogla walczyc  z ciemnogrodem, itp?. 
czy moze GW zmienia standardy na populistyczne bo chce dogonic \\\""fakt\\\"" i inne szmatlawce w sprzedazy? . 
pytam sie, bo jestem na politologii i przez trzy lata studiowalem miedzy innymi dziennikarstwo i  moze podchodze do tematu zbyt przesadnie, aczkowliek nie mam zamiaru robic profesjonalnej analizy tekstu, chce po prostu poznac Wasze odczucia...bo moze za duzo pije ostatnio .",0,0,2457,391,"wzial dzisiejsz gw raka widzeć rok pierwszy strona byloba zdjecie malyszy radosc zwyciestwo bunt emerytow Rosja wiedzieć odczucie przeciagu ostatni miesiecy gw zmieniać poznać chodzić co pisać odnosze wrazenie gw stalać nagle antyrosyjska wydawać specjalny sympatia wschodni brat daze kto cholera obchodzić bunt emerytow Rosja smieszny skala pisać gw pisać sasiada dziać zle szczegolnie dotyczyć iscie totalitarny szkol uczepil rosja podobnie gw zjechala putinać poklocil kwasniewski ostatnio kwach powiedzial rosja dobry ukraina teza rusofobia korzeń ujawnioć ostatnio afera okazalo wykupic rope chcieć rosjanin kazdym badza tekst dzisiejszy smieszny wartosc dziennikarsko powiedzieć ba zadny wartosci opiniotworczy mowić gw gazeta opiniotworczy jedyny robić wprowadzać niezdrowy atmosfere przyjazd putinać Polska wiadomo kwach umial zachowac motloch otacz raczej paradowac dzień wizyta putinać dzisiejszy numer gw przestarzaly kwestia na przykład dyskusja kosciol Polska sprzyjać dyskryminacja kobieta kolej nastapilo przerwanie jakiegos tabu powszechnie wiadomo media bój krytykowac kosciol zreszta osobiscie uwazać media internetowy na przykład net gazetapl potrafić umiescic kosciele co papierowy wydanie ujrzyć chowajo glowy piasek nagle gw specjalny sympatia kosciol dazylać dyskusja gazeta poczatek wojna podjazdowy swoisty sondaz gazeta mogla walczyc ciemnogrod i tym podobne gw zmieniać standard populistyczny dogonic fakt szmatlawiec sprzedaza  
 pytać politologia trzy rok studiowal inny dziennikarstwo podchoga temat zbyt przesadnie aczkowliek zamiar robic profesjonalny analiza tekst prosty poznac odczuciabo pić ostatnio"
12217,4890,3,77,True,True,1,True,10, Ale jeśli to było co innego to ja już swoim małym rozumkiem tego nie obejmuję i naprawdę nie wiem jak jeszcze tę Twoją tajemniczą wypowiedź do  Frusto o  Rosjanach występujących w Polsce w ilościach hurtowych należy rozumieć,0,0,225,37,inny swój mały rozumk obejmować naprawdę wiedzieć twój tajemniczy wypowiedź frusto rosjana występować Polska ilość hurtowy należeć rozumieć
1261,54558,12,77,True,True,0,True,5, no bo wykluczamy awarie równiez wiec wychodzi ze wina jest  rozlozna pomiedzy polski i  ruski burdel,1,1,101,16,wykluczać awarie równiez wiec wychodzić wino rozlozny pomieg Polska ruski burdel
14419,58216,8,71,True,True,1,True,1,  Ci wszyscy wychrzci a lud zwał ich  maranos czyli przeklęci wspierali tamtych tłum wielki jawnych  Żydów i Hiszpania zamieniała się faktycznie w Judeo Hiszpanię,2,1,162,24,   wychrzcy lud zwać maranos przeklęci wspierać tamten tłum wielki jawny żyd Hiszpania zamieniać faktycznie judeo hiszpania
1195,52929,12,72,True,True,0,True,0,  Niemcy sprawują w tym półroczu przewodnictwo w Unii Europejskiej,0,0,66,9,   niemiec sprawować półrocz przewodnictwo unia europejski
10854,91847,6,52,True,True,1,True,11, Nawet jeśli jesteś  lesbijką to też poszukasz tyle takiego który nie będzie mógł ale będzie miał,2,1,97,16,być lesbijka poszukać tyle taki móc
8775,69996,6,79,True,True,1,True,1,  Białorusinów Serbów i innych mieszkańców Europy przeznaczonych do zagłady,0,0,75,9,   białorusin serb mieszkaniec europa przeznaczyć zagłada
6436,51230,5,71,True,True,2,True,10, Dywizji Strzelców  SS  Halyczyna kierownikom  OUN UPA  E  Konowalcowi  A  Melnykowi  S Banderze  R  Szuchewiczowi i innym sławienie morderców Polaków  Żydów,0,0,157,21,dywizja strzelec ss halyczyna kierownika oun upa konowalcowi melnyk bander szuchewiczowi inny sławien morderców polak żyd
5334,89675,3,71,True,True,1,True,11, Polak nie będzie tolerowany przez  Żydów w Izraelu,0,0,51,8,polak tolerować żyd izrael
497,13784,14,10,True,True,2,True,6,  Romowie są jacy są oczywiście nie wszyscy ale fakt ich głośny sposób bycia jest dla nas czymś totalnie dzikim,1,1,111,19,   romowie jacy oczywiście fakt głośny być coś totalnie dziki
9446,40997,6,71,True,True,1,True,11, Wkurza mnie  kiedy próbujemy naśladować w tych  Żydów którzy celują w podkreślaniu oni są narodem  najbardziej poszkodowanym przez los i tylko z tego powodu działają niektórym na nerwy,2,1,185,28,wkurzać próbować naśladować żyd celować podkreślaniu naród bardzo poszkodowany los powód działać niektóry nerwy
12968,9304,8,72,True,True,1,True,1, zabicia przez  Niemców ale zauważcie ci wszyscy ludzie obcowali ze na co dzień,0,0,79,13,zabić niemców zauważcie człowiek obcować dzień
9654,61830,6,71,True,True,1,True,1, Chciałbym zaznaczyć w  1933 roku gdy Hitler objął władzę eksterminacja  Żydów była nie do pomyślenia,0,0,101,15,chcieć by być zaznaczyć    hitler objąć władza eksterminacja żyd pomyśleć
619,49339,11,88,True,True,0,True,5,"Z wszystkich dzieł tego pisarza wypisałem swoje ulubione fragmenty. Może to kogoś zainteresuje?. 
MÓJ HRABAL. 
Gdybym mógł teraz, w wieku siedemdziesięciu lat ułożyć od nowa wszystko, co do tej pory napisałem, sięgnąłbym po nożyczki i zestawiłbym własnego „Ulissesa”. – drybling 44. 
ja osobiście jestem przeciwko śmierci. 
kocham mieć kaca. 
pewnego razu pojechaliśmy z Vladimirem do Hradowych Strzirzek do najstarszej karczmarki w Europie, która dziewięćdziesiąt jeden lat pracuje w gospodzie. 
rzeczywistość sprzęgła się dzisiaj przeciwko mnie, tak że w pełni pojęłam, dlaczego dawni Scytowie urodziny czcili płaczem, a śmierć weselem. 
dopiero pisząc dowiadywałem się, kim naprawdę jestem. 
to bardzo interesujące, że młodzi poeci myślą o śmierci, a stare pierdoły o nieletnich dziewczynkach. 
śmierć to list pisany na białej tablicy, to zacięta maszyna do pisania, to automat do produkcji bubli, bezpalca niewidzialna ręka, która mi wygraża, to ekspres spadający w przepaść bez dna, to figurki wysypujące się z eksplodującego samolotu, to strach, że nie będzie się już czego bać. 
a to co potrafią striptizerki Frediego Mercuriego, palić papierosy na wieczorku w Orleanie, palić papierosy włożone do @@@y, to Mistrzu, i ja potrafię. 
niekiedy zgłupieć to rzecz bardzo przyjemna. Erazm z Rotterdamu napisał o tym książkę „ Pochwała głupoty”. 
no co, pokochamy się, chłoptasiu?. 
wielki organ płciowy we śnie widzieć znaczy godność i dostojeństwo. 
kiedy już nie mogę wytrzymać, kiedy zaczynam się bać, że mi głowa pęknie, muszę usiąść przy maszynie do pisania. 
no nie wiem, nie wiem, ale to pokolenie nie pójdzie chyba drogą chrystusową. 
Doktor, wiadomo, też ma wychodek na dworze, musi wyjść na podwórze, ale on sobie ten sracz chwali, wszystko mu się tutaj podoba, wszystko chwali, nawet ten wychodek na dworze. 
ciebie nienawidzę najmniej. 
w niedzielę chciałem się wykąpać. 
i ledwo co przyjechałem: Ha, całą noc z braciszkiem graliście sobie na trąbie. 
i darliście się jak pawiany prowadząc reakcyjne pogawędki,. 
cóż, nie jesteśmy ubecją, . 
bo byśmy musieli was zamknąć,. 
lecz to nie byłem ja, a zresztą, tłumaczyć się im?. 
powiadam: Opijaliśmy początek żniw. 
ciało św. Piotra powieszono na krzyżu głową w dół, papież, jego następca, dzisiaj spaceruje sobie po Lateranie i Watykanie, poprzez tysiące pokoi, i musiano mu tam oznaczyć szlaki turystyczne, aby nie zabłądził. 
od intelektualistów czuć sraczkę na dziesięć metrów. 
ja lubię się bać i lepiej mi się po tym pisze. 
moją książką było wszystko za oknem. 
szkoda, że nie jestem niewypałem bomby. 
gdy się napiłem, to jakbym połknął drut kolczasty ... takie wstrętne było to mleko. 
jestem jak nierządnica, udająca, że kocha się z uczuciem, jestem oszustem i kłamcą, a łgarstwo pozostaje dla mnie tym, czym woda dla ryby. 
wszystko jedno czy strzela się do siebie z browningu, czy strzela się do siebie ostrymi słowami. 
to jest siłą kaca, że człowiek chce rozpocząć nowe życie. 
nie chcę sobie pochlebiać, ale często bywałem nie tylko zatopiony w marzeniach, ale i był ze mnie straszny s@@@syn. 
droga do raju jest tu cały dzień otwarta. 
[nie mam nic do powiedzenia]. 
powiedziałem pewnej damie, żeby jej sprawić przyjemność, że chętnie bym ją wcześniej czy później wydupczył. 
lśniące grzbiety książek kokietują mnie. 
dopiero dzięki bawidulstwu tekst zaczyna szumieć. 
mój mąż nazwał tę maszynę atomową szrajbmaszyną marki Perkeo. 
chodziłem z księdzem dziekanem udzielać sakramentu ostatniego namaszczenia, no i kiedy przyszliśmy pewnego razu z zapaloną latarnią za późno, ksiądz dziekan otworzył okno i umierający załamał się i umarł, i jego dusza wyleciała przez okno wydając taki sam dźwięk jak lecąca sowa. 
pokoje pełne są zapa@@@ak w izbie porodowej, zapachu pieluszek i niemowląt, położnic mozolących się nad porodem, ale tu w pałacu pod osłoną tych samych zapachów ludzie mozolą się niespiesznie, ale nieuchronnie nad śmiercią. 
w sztuce najważniejsze jest to że nikt jej uprawiać nie musi. 
zawsze pisałem dla siebie. 
z tymi komunistycznymi @@@ami to ja siedzieć nie pójdę. 
nawet w ułamku hostii jest cały Chrystus. 
kiedy się tak koło siebie rozglądam, to właściwie wciąż widzę tylko takich, co to mylą sobie, czym by chcieli być z tym, czym są. 
Panno Lusiu, to, że pociągnie mi pani druta czy zrobi laskę albo poliże strąka, to panno Lusiu, nie stanowi naruszenia Konstytucji, co innego natomiast jest ograniczeniem wolności... boć to kierowniczka broniła pani fizycznie wstępu do lokalu publicznego. 
pamiętam domowe świniobicie, gdyśmy źle dźgnęli wieprza, a on zarył się w gnoju i wolał utopić się w gnojówce, niż znów ujrzeć rzeźnika z nożem w ręku . 
ten świat jest opętańczo piękny, nie dlatego że jest, ale że ja go tak widzę. 
szkoda, że nie jestem Bogiem,. 
każdej z was podarowałbym wieczną menstruację. 
i niespożytego męża. 
mnie cenne myśli przychodzą do głowy jedynie wtedy, gdy mam kaca, to znaczy co dzień około jedenastej przed południem. 
- Ale, ale, Milton, kt",0,0,4971,765,"dzieło pisarz wypisać być ulubiony fragment ktoś zainteresować hrabal gdyby być móc wiek siedemdziesięciu rok ułożyć nowy pora napisać być sięgnąłby być nożyczki zestawić by być własny ulisses drybling  
 osobiście przeciwko śmierć kochać mieć kac pewien raz pojechać być vladimir hradowy strzirzka najstarszy karczmarka Europa dziewięćdziesiąt rok pracować gospoda rzeczywistość sprzęc przeciwko pełnia pojęć być dawny scytowie urodzina czcić płacz śmierć wesel dopiero pisać dowiadywać być kto naprawdę interesujący młody poeta myśleć śmierć stary pierdoła nieletni dziewczynk śmierć list pisać biały tablica zacąć maszyna pisać automat produkcja bubel bezpalec niewidzialny ręka wygrażać ekspres spadać przepaść dno figurka wysypuć eksplodujący samolot strach co bać potrafić striptizerka frediy mercuriy palić papieros wieczorek orleanie palić papieros włożone mistrzu potrafić niekiedy zgłupieć rzecz przyjemny erazm rotterdam napisać książka pochwać głupota pokochać chłoptasiu wielki organ płciowy sen widzieć znaczyć godność dostojeństwo móc wytrzymać zaczynać bać głowa pękć musieć usiąść maszyna pisać wiedzieć wiedzieć pokolenie pójść chyba droga chrystusowy doktor wiadomo wychodek dwór wyjść podwór sracz chwalić podobać chwalić wychodek dwór nienawidzieć najmniej niedziela chcieć być wykąpać ledwo przyjechać być ha cały noc braciszk graliście trąba darliście pawiać prowadzić reakcyjny pogawędki cóż być ubecja  
 by być musieć zamknąć być być zresztą tłumaczyć powiadać opijać być początek żniw ciało święty piotr powieszć krzyż głowa dół papież następca spacerować lateranie watykanie poprzez tysiąc pokój musiać oznaczyć szlak turystyczny zabłądzić intelektualista czuć sraczka dziesięć metr lubić bać dobrze pisać mój książka okno szkoda niewypał bomba napić być jakby być połknąć drut kolczasta wstrętny mleko nierządnica udać kochać uczucie oszust kłamcą łgarstwo pozostawać co woda ryba strzelać siebie browning strzelać siebie ostry słowo siła kacać człowiek rozpocząć nowy życie chcieć pochlebiać bywać być zatopiyć marzenie straszny ssyn droga raj dzień otwarty powiedzieć powiedzieć być pewien dama sprawić przyjemność chętnie wcześnie późno wydupczyć lśniący grzbieta książka kokietować dopiero dzięki bawidulstwo tekst zaczynać szumieć mąż nazwać maszyna atomowy szrajbmaszyna marka perkeo chodzić być księdz dziekano udzielać sakrament ostatni namaszczenie przyszć być pewien raz zapalony latarnia późno ksiądz dziekan otworzyć okno umierać załamać umrzeć dusza wyleciać okno wydawać dźwięk lecąca sowa pokój pełny zapaak izba porodowy zapach pieluszka niemowląt położnica mozolący porod pałac osłć sam zapach człowiek mozoleć niespiesznie nieuchronnie śmierć sztuka ważny nikt uprawiać pisać być siebie ten komunistyczny a siedzieć pójść ułamku hostia chrystus koło siebie rozglądać właściwie wciąż widzieć mylą co chcieć co panna lusiu pociągnie druta zrobić laska poliże strąka panno lusiu stanowić naruszyć konstytucja inny ograniczenie wolność boć kierowniczka bronić fizycznie wstęp lokal publiczny pamiętać domowy świniobita gdyśmy źle dźgnąć wieprz zaryć gnój woleć utopić gnojówka ujrzeć rzeźnik nóż ręka  
 świat opętańczo piękny widzieć szkoda bog każdy podarować by być wieczny menstruacja niespożyty mąż cenny myśl przychodzić głowa kac znaczyć dzień jedenasty południe 
  milton kt"
9477,70464,6,71,True,True,1,True,10,  W tej liczbie są na  pewno potomkowie  żydowskich dzieci adoptowanych przez katolickie rodziny podczas okupacji i wychowanych na Polaków i chrześcijan,0,0,152,21,   liczba pewno potomkow żydowski dziecko adoptowany katolicki rodzina okupacja wychować polak chrześcijanin
6806,39220,3,51,True,True,1,True,10, Ale tu znowu moim zdaniem wielu  homoseksualistów okazało się niezwykle przydatnych dla społeczności mimo nie spłodzili potomstwa,0,0,130,17,zdanie homoseksualista okazać niezwykle przydatnych społeczność spłodzić potomstwo
594,107617,10,72,True,True,0,True,0, Pokaz mnie  Niemca kę w Bayern szczególnie,0,0,43,7,pokaz niemca kę bayern szczególnie
9467,121731,6,14,True,True,1,True,10,  gt nie sadze  gt  M19  6 populacji Izraela to  Arabowie,0,0,57,10,   gt sadza gt    populacja izraela arabowo
11759,112588,3,72,True,True,1,True,1, w domach w rodzinach panuje wciąż zywy i  niechę  gt  c do  P  gt  gt  rusaków za jak twierdza wojskowy podbój  Niemiec przez Prusaków,0,0,135,24,dom rodzina panować wciąż zywa niecha gt gt gt rusak twierdza wojskowy podbój niemiec prusak
8451,133449,6,72,True,True,1,True,11, Oczywiscie jest wielu ludzi obecnie pewnie wiekszosc  Niemcow ktorych to zupelnie nie dotyczy,0,0,94,13,oczywiscie człowiek obecnie pewnie wiekszosc niemcow zupelć dotyczyć
12390,128369,3,77,True,True,1,True,12, Wczoraj oglądałem w  TVN24 program  J  Pochanke z trzema ekspertami i na  żadną winę  Rosjan  nie wskazali,0,0,107,17,wczoraj oglądać być tvn program pochanke trzy eksperto żaden wina rosjanin wskazać
4047,88129,4,51,True,True,2,True,10, Colin jest  gejem wie to każdy w Hollywood,0,0,43,8,colina gej hollywood
199,2390,14,71,True,True,2,True,4, Nie coś miała przeciwko  Żydom aczkolwiek sama jestem chrześcijanką,1,1,68,9,mieć przeciwko żyd chrześcijanka
5560,32810,6,71,True,True,1,True,3, Przypomniała mi się broń Boże oczywiście nie analogii do naszej dyskusji taka mało znana historia negocjacji przedstawiciela Kongresu  Żydów z Heinrichem Himmlerem,0,0,164,22,przypomnieć broń boży oczywiście analogia nasz dyskusja znany historia negocjacje przedstawiciel kongres żyd heinrich himmler
14215,57621,8,77,True,True,1,True,1,  W stolicy  Rosjanie i Polacy wspólnie patrolowali miasto lecz nie wpłynęło to na poprawę bezpieczeństwa,0,0,105,15,   stolica rosjanie Polak wspólnie patrolować miasto wpłynąć poprawa bezpieczeństwo
10044,103298,2,79,True,True,2,True,10, Wszyscy ci Litwini  Białorusini,0,0,32,4,litwinia białorusinia
533,54440,10,71,True,True,2,True,5,a gdzie polacy przy pracy po 16 godz.na dobe ? lun na berobociu ZLODZIEJE HIENY ZYDOWSKIE WON Z POLSKI I USA w ogloe odmawiam prawa deptanie globusa,2,1,148,27,Polak praca godzny dobe lun berobociu zlodzieć hiena zydowski won Polska usa ogloe odmawiać prawo deptanie globus
13009,12282,8,72,True,True,1,True,1, Społeczeństwo komunistyczne zaczyna domagać sie pełnienia standardu zycia do normalnego funkcjonowania Naziści uważali  Żydzi  sa nieczystością rasy w dwóch,0,0,157,19,społeczeństwo komunistyczny zaczynać domagać pełnić standard zycie normalny funkcjonować naziść uważać żydzieć SA nieczystość rasa dwa
14019,53283,8,71,True,True,1,True,1,  Do długiej listy tych którzy prześladowali naród  żydowski swą nienawiścią,0,0,76,10,   długi lista prześladować naród żydowski swój nienawiść
1155,51226,12,72,True,True,0,True,0, Ludzie zaczęli mówić to chyba  Niemcy,0,0,38,6,człowiek zacząć mówić chyba Niemcy
8261,92287,6,52,True,True,1,True,11,  lesbijki nadal będą w ukryciu gdyż  nie ma szans tak konserwatywny kraj jak Polska który wierzy tylko w to co mówi kościół a na reszte spraw ma klapki na oczach zaakceptował inną orientacje seksualną,0,0,201,34,   lesbijka nadal ukrycie szansa konserwatywny kraj Polska wierzyć mówić kościół reszte sprawa klapka oko zaakceptować inny orientacja seksualny
13496,32114,8,71,True,True,1,True,1, Zbliżona bardziej do kultury niemieckiej niż polskiej w dużej części lojalna wobec pruskiej władzy część z dumą określała  siebie  Niemcami,1,1,140,20,zbliżona kultura niemiecki polski duży część lojalny wobec pruski władza część duma określać siebie niemcami
7464,50283,4,72,True,True,1,True,1, bo w jakiejś mierze ją zaprojektowali i pomagali  Niemcom w realizacji zamierzenia,1,1,83,12,jakiś miara zaprojektować pomagać niemiec realizacja zamierzenie
7922,1585,2,71,True,True,2,True,1, Dzielni wkroczyli do pociągu Lwów Kraków i napotkanym  Żydom ucinali nożycami bądź ręcznie wyrywali brody,2,1,106,15,dzielny wkroczyć pociąg lw kraek napotkany żydom ucinać nożyca bądź ręczć wyrywać broda
